prompt_with_emotion,response_with_emotion
"I am so jealous of my friend Eric., jealous","['I am so jealous of my friend Eric, surprised', 'Why are you jealous of Eric?, caring', 'He just started dating the most amazing woman i have ever seem. I want her., caring', ""I'm sorry to hear that_comma_ I know what it's like to have your love stolen from you., angry"", 'No.He did no steal her form me. I only met her after he started dating her., caring', ""If that's the case then you have a chance to find a better woman!, confident""]"
"I am so mad at my son.  I asked him three times to do his chores and he still hasn't done them., angry","['I am so mad at my son. , embarrased', 'What did he do?, caring', ""I asked him three times today to do his chores and they still aren't done.  I don't know what I have to do to make him listen., caring"", 'Did you try to bribe him?, prepared']"
"I am so proud of my wife., proud","['I am so proud of my wife. .She got a huge promotion at work., prepared', 'Where does she work?, sentimental', 'She works at a marketing Company.She is very talented., annoyed', 'Thats cool. I went to school for marketing., lonely']"
"I am so surprised Roger Federer lost his match on Wimbledon , confident","['I am so surprised Roger Federer lost yesterday at Wimbledon. he is the GOAT of tennis., guilty', ""I'm not too familiar with Tennis_comma_ Is he known to be a winner? , caring"", 'He is the best player ever.He won the mos grand slams titles., caring', ""Wow that's neat! Crazy to hear he lost then as you said., impressed""]"
"I am so upset and mad. I cant believe what has happened!, angry","['I never thought things would go like this., caring', 'What happened for you to feel that way?, caring', 'I was at the beach and a hurricane changed track and was coming straight at us. My boyfriend didnt want to leave because we were on the second day only of our vacation., anticipating', 'Oh that does sound terrible. What did you guys decide to do?, nostalgic', 'Well we ended up leaving I was too scared to stay and was really upset., caring']"
"I am stressed by my blood test results that I will receive tomorrow., anxious","['I am stressed by my blood test results that I will have tomorrow., nostalgic', 'Wow. What do you think will happen?, hopeful', 'I am afraid that I could have some sugar issues., afraid', ""Well make sure you listen to your Dr.'s advice!, annoyed""]"
"I am surprised England Lost to Croatia on the World Cup, surprised","['I am surprised England Lost to Croatia on the World Cup.I tought they were gonna win easily , surprised', 'I am shocked too_comma_ Croatia only has 4 millio people, surprised', 'Did you watched the game? The Croatians were warriors out there., sad', 'Yeaah they really were_comma_ number 12 killed it with that goal, caring', 'That goal took them to the world cup final, surprised']"
"I am terrified of ghosts., terrified","['I am afraid of ghosts., afraid', ""Mw too. I don't even llike when it's too dark inside or outside., afraid"", 'I hope I never meet a ghost., hopeful', 'Maybe we are ghosts., grateful']"
"I am tired of working midnights_comma_ but scared to start something new, apprehensive","['Ugh I am so sick of working overnight shifts_comma_ but I am nervous to start something new., surprised', 'You should always be confident and take risks in life., devastated', ""That's definitely true_comma_ I just worry that the grass is always greener on the other side., embarrased"", 'Yea it reminds me of a time I took a risk on an investment. It paid off!, caring']"
"I am trying to sell my house for 89k dollars_comma_ I have been in a bad financial situation_comma_ my nephew knows it_comma_ and now he is trying to buy my house just for 75k_comma_ trying to take advance of my situation, sad","['I am trying to sell my house for 89k dollars_comma_ I have been in a bad financial situation_comma_ my nephew knows it_comma_ and now he is trying to buy my house just for 75k_comma_ trying to take advance of my situation, hopeful', ""Wow_comma_ that's terrible. Why would he do that to you?, faithful"", 'I have no idea_comma_ I guess his husband is evil , caring', ""I'm sorry you're having to go through that_comma_ I hope you're able to sell the home for a better price., caring"", 'me too_comma_ and do you know what makes me mad?  When I had a good job_comma_ I helped them a lot_comma_ and now they are trying to do this to me, guilty', ""That's just terrible. Some people really are ungrateful., grateful"", 'I know_comma_ right? My own nephew trying to do this with me, caring', ""Well_comma_ hopefully he'll learn to be a better person someday_comma_ or eventually his actions will come back to haunt him., joyful""]"
"I am upset that England lost in the World Cup., angry","['I am upset England lost in the World Cup., disgusted', 'Was it pretty close?, faithful', 'They lost in overtime_comma_ so yes., annoyed', ""Bummer.  Haven't seen it.  Don't watch soccer but I respect the sport, caring""]"
"I am very happy to have been first over 300 students during this years at my enginering school, joyful","['Hi_comma_ this year_comma_ I was the first over 300 students at my enginering school, proud', ""Sounds great! So what's your major?, excited"", 'It is computer science. I am very happy of this achievement and my family is very proud., impressed', ""Well pleased. You should be having brains_comma_man!That's a tough course_comma_i hear., impressed""]"
"I am very sad these days., sad","['I am very sad these days, confident', 'I am so sorry to hear that. Is it related to your work?, caring', 'No. i am sad because of president Trump., caring', 'I see. Well_comma_ this is how democracy works and we will have to accept it, grateful']"
"I am very scared of the ocean., afraid","['I hate the ocean. I am very scared., hopeful', ""That's..intriguing. Is there any particular reason why you're scared of the ocean?, angry"", 'I almost drowned once when I was little., nostalgic', 'Really? Same..I was about 5 in the deep end by myself.  How old were you?, lonely']"
"I applied for a credit card and was approved. I felt very grateful for it, grateful","['Yesterday_comma_ I submitted my application for a credit card with Chase. Thankfully_comma_ I was approved and was really glad, ashamed', ""That's great! You must have good credit. , surprised"", 'Indeed. It was my fifth credit card that I have now among others, caring', ""That's great_comma_ make sure to keep your utilization low if possible., caring""]"
