prompt_with_emotion,response_with_emotion
"I am finding it hard to meet the project deadline. And this makes me anxious and stressed throughout the week, fear","[""I know_comma_ but somehow the crippling anxiety is filling me from inside and I can't stay calm most of the time, fear""]"
"I am finding it hard to meet the project deadline. And this makes me anxious and stressed throughout the week, neutral","['You should breath deep and start focusing on the issue in hand., sadness']"
"I am furious at Trump., fear","['I am furious at Donald Trump, joy']"
"I am furious at Trump., joy","[""Yes_comma_ that was horrible what he did. I couldn't imagine what I would do if I had my child ripped from me, neutral""]"
"I am furious at Trump., sadness","['You and the rest of the world_comma_ lol. Joking. Joking. Why are you furious?, fear', 'Because the way he separated all those children from their parents., fear']"
"I am grateful to be alive., anger","['I almost died last year., joy', ""That is a terrible thing to happen_comma_ I'm sure..., neutral""]"
"I am grateful to be alive., fear","['Yes I was very lucky., sadness', ""I'm happy that you are still here as well! Think of the alternative :(, sadness""]"
"I am happy my brother went to the MLB., anger","['I am happy my brother plays in the MLB., sadness', 'He does?! So exciting! What team does he play for?, joy', 'He plays for the New York Yankees., fear']"
"I am happy my brother went to the MLB., sadness","['They are doing really well this season! You must be so proud!, sadness']"
"I am happy to be an American., anger","['I know that feeling!  Are you involved in any political or activists groups?, neutral']"
"I am happy to be an American., fear","['I am so proud to be an American., joy']"
"I am happy to be an American., neutral","['Me neither.  But I agree with your sentiment - it is a great place to live and be a part of!, neutral']"
"I am happy to be an American., sadness","['No I am not., fear']"
"I am happy to have a good vacation, anger","['I am satisfied to have a good vacation, fear', 'Oh yeah what are you doing for your vacation? , neutral']"
"I am happy to have a good vacation, fear","[""Nothing special. I just travel to my familly. It has been almost a year that I didn't see them., anger""]"
"I am happy to have a good vacation, joy","['Sounds rather special to me! Out of the country or to another state? , anger']"
"I am happy with where I am in my life at this very moment., fear","['I agree. At times life may seem uncertain but I know for a fact that I am on the right path to success., anger']"
"I am happy with where I am in my life at this very moment., neutral","[""That's great you are happy with where you are in life. I think the place we work and the area in which we live make a big difference., sadness""]"
"I am happy with where I am in my life at this very moment., sadness","['Sometimes I reflect upon my life_comma_ and at this current moment I am happy with where I am., fear', 'Having a clear and defined path is important. Success comes from hardwork and dedication., sadness']"
"I am hopeful I win the lottery., anger","[""I think it's my turn to win the lottery, sadness""]"
"I am hopeful I win the lottery., fear","['I hope I win the lottery this week., neutral']"
"I am hopeful I win the lottery., neutral","[""Sure_comma_ That's sounds like a real plan. lol, anger""]"
"I am hopeful I win the lottery., sadness","['Maybe we can split it if we win., anger']"
"I am impress by the fact that Croatia is in the world cup final., fear","['I am impress by the Croatian team.They beat England and got to the world cup final., neutral', 'Oh no. Were you upset as well?, anger', 'No.I do not care about England., fear']"
"I am impress by the fact that Croatia is in the world cup final., sadness","['Wow I did not know that!, joy', 'It was a huge upset.The England team was the favorite., fear']"
"I am jealous of Brad Pitt., anger","['He makes a lot of money and is famous., anger']"
"I am jealous of Brad Pitt., fear","['This is very true_comma_ But would you want to be bugged by people all the time., fear']"
"I am jealous of Brad Pitt., joy","['I wish i was Chris Pratt but why do you wanna be ""The Pitt"", sadness']"
"I am jealous of Brad Pitt., neutral","['I wish I was Brad Pitt., anger']"
"I am jealous of The Rock., joy","['What kind of rock would you want to be?, sadness']"
"I am jealous of The Rock., neutral","['I wish I was The Rock., neutral', 'So a dwayne rock., sadness']"
"I am jealous of The Rock., sadness","['The actor The Rock., fear']"
"I am ok with being average in life., fear","[""I don't think there is anything wrong with average. , anger"", 'I agree. Average is good., fear']"
"I am ok with being average in life., joy","['I am ok with being average., joy']"
"I am ok with being average in life., neutral","['We are all average until circumstances require us to be extraordinary. , fear']"
"I am ok with being fat., fear","[""It shouldn't matter what you look like_comma_ but why would you think you are fat?, joy""]"
"I am ok with being fat., joy","['I am ok with being fat., neutral', ""It doesn't mean you are fat or overweight. Everyone is different., joy""]"
"I am ok with being fat., sadness","['I weight more than I should., joy']"
"I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone., anger","['I am old and in good health_comma_ but death is around the corner., joy', 'That is riduculous.  Death is inevitible., anger']"
"I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone., fear","['Thinking like that seems stressful, anger', 'Of course_comma_ but unavoiable.  Death is not really the concern_comma_ but dying., fear']"
"I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone., neutral","[""You shouldn't think about death! Take each day as it comes, sadness""]"
